author,NF,F,NC,Total,F_Ratio
908702,2,0,2,4,0.0
930062,1,0,0,1,0.0
972675,14,0,2,16,0.0
397569,2,0,2,4,0.0
557137,1,0,0,1,0.0
700247,1,0,0,1,0.0
841288,5,2,0,7,0.2857142857142857
109787,21,2,14,37,0.05405405405405406
395111,1,0,0,1,0.0
107854,1,0,0,1,0.0
330240,1,0,0,1,0.0
183606,3,0,1,4,0.0
623608,2,0,2,4,0.0
259498,0,0,1,1,0.0
740147,1,0,1,2,0.0
910366,2,0,1,3,0.0
753210,26,1,9,36,0.027777777777777776
997237,1,0,0,1,0.0
186245,21,0,4,25,0.0
562321,2,0,0,2,0.0
915511,3,0,0,3,0.0
383093,2,0,0,2,0.0
757460,20,0,11,31,0.0
2774,0,0,1,1,0.0
250590,1,0,0,1,0.0
495608,4,0,0,4,0.0
647169,5,0,0,5,0.0
124147,1,0,1,2,0.0
620475,12,10,5,27,0.37037037037037035
983171,8,0,0,8,0.0
699719,4,0,0,4,0.0
722218,9,0,2,11,0.0
270953,1,0,0,1,0.0
349416,1,0,0,1,0.0
755932,3,0,2,5,0.0
558018,0,0,1,1,0.0
972363,0,1,0,1,1.0
838582,1,0,2,3,0.0
676439,29,2,14,45,0.044444444444444446
996625,2,0,3,5,0.0
89865,0,1,1,2,0.5
515522,1,0,2,3,0.0
56547,0,0,2,2,0.0
795145,16,0,14,30,0.0
731092,1,0,10,11,0.0
198722,23,12,1,36,0.3333333333333333
996083,0,0,6,6,0.0
262060,9,0,11,20,0.0
918811,12,3,2,17,0.17647058823529413
638072,0,0,2,2,0.0
631338,1,0,0,1,0.0
4323,1,0,1,2,0.0
521135,15,0,3,18,0.0
362729,1,0,2,3,0.0
834847,3,0,0,3,0.0
217373,2,0,0,2,0.0
462107,1,0,0,1,0.0
29333,2,0,1,3,0.0
258499,1,0,0,1,0.0
198066,0,2,0,2,1.0
595864,1,0,0,1,0.0
677096,4,0,0,4,0.0
66951,0,0,2,2,0.0
314043,2,0,0,2,0.0
774939,11,0,12,23,0.0
555638,3,5,1,9,0.5555555555555556
90237,0,0,6,6,0.0
954207,2,0,0,2,0.0
701329,0,0,1,1,0.0
92911,4,0,0,4,0.0
821182,0,0,1,1,0.0
373434,0,0,14,14,0.0
788331,14,0,2,16,0.0
697498,1,0,1,2,0.0
145247,0,0,1,1,0.0
520418,18,0,1,19,0.0
134254,3,0,0,3,0.0
582354,0,0,2,2,0.0
410943,0,0,1,1,0.0
721891,0,3,0,3,1.0
218763,0,2,0,2,1.0
395216,1,4,1,6,0.6666666666666666
689785,1,2,0,3,0.6666666666666666
278169,4,0,0,4,0.0
92632,7,2,2,11,0.18181818181818182
831715,47,14,20,81,0.1728395061728395
854374,4,0,0,4,0.0
816053,0,0,1,1,0.0
984238,1,0,1,2,0.0
835642,0,0,28,28,0.0
857382,39,10,23,72,0.1388888888888889
366345,10,2,7,19,0.10526315789473684
328550,2,0,4,6,0.0
472003,1,0,0,1,0.0
406404,2,0,3,5,0.0
987140,7,2,10,19,0.10526315789473684
403622,0,7,2,9,0.7777777777777778
261763,4,4,0,8,0.5
636349,16,2,14,32,0.0625
728109,3,1,0,4,0.25
713747,0,6,1,7,0.8571428571428571
174390,6,3,14,23,0.13043478260869565
996755,1,0,0,1,0.0
912986,12,12,8,32,0.375
76463,1,0,0,1,0.0
317803,2,0,0,2,0.0
605087,3,3,1,7,0.42857142857142855
466703,0,9,2,11,0.8181818181818182
377035,0,1,1,2,0.5
995391,1,0,0,1,0.0
265737,1,0,0,1,0.0
893063,0,2,1,3,0.6666666666666666
699780,0,1,2,3,0.3333333333333333
698909,1,0,0,1,0.0
982240,1,0,0,1,0.0
547140,1,0,0,1,0.0
944170,1,0,0,1,0.0
891683,44,1,13,58,0.017241379310344827
697723,0,3,0,3,1.0
184249,3,0,1,4,0.0
282746,7,7,7,21,0.3333333333333333
216142,51,0,46,97,0.0
924996,2,0,0,2,0.0
952709,2,0,0,2,0.0
320278,1,0,0,1,0.0
172817,0,0,1,1,0.0
840876,6,0,3,9,0.0
922026,2,2,2,6,0.3333333333333333
329800,1,1,0,2,0.5
442041,3,3,2,8,0.375
527579,13,0,3,16,0.0
10962,1,0,0,1,0.0
752582,0,0,1,1,0.0
558639,2,0,1,3,0.0
598666,0,1,0,1,1.0
522605,1,0,0,1,0.0
654770,4,0,1,5,0.0
344573,3,0,6,9,0.0
582605,2,0,0,2,0.0
496574,0,5,0,5,1.0
982960,0,1,0,1,1.0
450667,0,0,1,1,0.0
367300,2,0,3,5,0.0
904816,2,0,11,13,0.0
275336,0,0,2,2,0.0
679081,0,0,2,2,0.0
185027,0,0,23,23,0.0
806067,0,0,2,2,0.0
257543,0,0,2,2,0.0
