author,NF,F,NC,Total,F_Ratio
518337,0,0,2,2,0.0
705700,0,0,1,1,0.0
777838,0,0,1,1,0.0
495062,203,6,218,427,0.01405152224824356
443306,2,0,1,3,0.0
946565,255,1,203,459,0.002178649237472767
67311,15,0,6,21,0.0
464546,8,0,6,14,0.0
503172,8,0,1,9,0.0
362070,9,0,0,9,0.0
521548,283,0,186,469,0.0
808583,447,0,369,816,0.0
656693,747,0,616,1363,0.0
273206,43,0,38,81,0.0
614509,64,0,36,100,0.0
410924,2,0,13,15,0.0
831895,21,0,6,27,0.0
744785,45,0,11,56,0.0
850183,1,0,4,5,0.0
31551,46,0,9,55,0.0
455847,98,0,74,172,0.0
389954,101,0,29,130,0.0
190520,5,0,1,6,0.0
15094,3,0,1,4,0.0
317525,0,0,1,1,0.0
342575,1,0,0,1,0.0
381534,1,0,0,1,0.0
130871,2,0,3,5,0.0
769644,1,0,1,2,0.0
173335,32,0,9,41,0.0
294754,9,0,5,14,0.0
996018,84,0,14,98,0.0
534354,2475,0,802,3277,0.0
679453,84,0,23,107,0.0
840179,27,0,15,42,0.0
669467,238,0,58,296,0.0
413366,851,0,259,1110,0.0
970070,70,0,22,92,0.0
251287,57,0,30,87,0.0
970302,198,0,104,302,0.0
765248,35,0,31,66,0.0
555549,117,0,53,170,0.0
306454,0,0,1,1,0.0
76792,320,0,236,556,0.0
318838,34,0,14,48,0.0
209967,59,0,63,122,0.0
741741,51,0,21,72,0.0
993311,3,0,0,3,0.0
861022,0,0,11,11,0.0
5633,0,0,3,3,0.0
817821,0,0,4,4,0.0
340757,3,0,0,3,0.0
723964,1,0,1,2,0.0
715150,1,0,1,2,0.0
54730,1,0,0,1,0.0
485607,38,0,19,57,0.0
912005,1,0,0,1,0.0
786610,9,0,0,9,0.0
254246,2,0,0,2,0.0
784860,1,0,0,1,0.0
518021,9,0,15,24,0.0
256616,1,0,3,4,0.0
158938,1,0,1,2,0.0
315789,2,0,0,2,0.0
87955,0,0,1,1,0.0
424250,3,0,2,5,0.0
340162,4,0,0,4,0.0
267909,12,0,4,16,0.0
487047,1,0,0,1,0.0
801198,4,0,0,4,0.0
677060,3,0,3,6,0.0
56607,1,0,1,2,0.0
759812,0,0,1,1,0.0
253613,3,0,1,4,0.0
90821,1,0,0,1,0.0
581454,1,0,0,1,0.0
412042,1,0,1,2,0.0
695578,1,0,0,1,0.0
325583,3,0,2,5,0.0
799284,1,0,0,1,0.0
976766,2,0,2,4,0.0
846932,3,0,1,4,0.0
182795,1,0,0,1,0.0
846173,4,0,11,15,0.0
54399,5,0,1,6,0.0
870067,3,0,0,3,0.0
292215,3,0,1,4,0.0
535080,0,0,4,4,0.0
56310,0,0,1,1,0.0
240106,16,0,12,28,0.0
674301,0,0,7,7,0.0
132370,0,0,1,1,0.0
132324,22,0,7,29,0.0
10571,0,0,2,2,0.0
584194,2,0,3,5,0.0
912086,6,0,2,8,0.0
917678,0,0,3,3,0.0
400214,2,0,4,6,0.0
491875,0,0,8,8,0.0
175813,1,0,1,2,0.0
902446,1,0,0,1,0.0
838330,2,0,0,2,0.0
957490,2,0,0,2,0.0
297618,1,0,0,1,0.0
208227,1,0,0,1,0.0
684978,3,0,0,3,0.0
930674,5,0,1,6,0.0
274218,6,0,1,7,0.0
559299,3,0,1,4,0.0
977711,0,0,5,5,0.0
420202,0,0,1,1,0.0
787837,39,0,11,50,0.0
463376,13,0,21,34,0.0
279403,1,0,0,1,0.0
425736,1,0,0,1,0.0
962589,2,0,1,3,0.0
224950,0,0,1,1,0.0
841573,0,0,1,1,0.0
324375,0,0,4,4,0.0
772082,0,0,3,3,0.0
